ml_threshold,physical_threshold,minimum_windows,gap,minimum_collision_frames,accuracy,precision,recall,f1,tn,fp,fn,tp
0.4,40.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.4,40.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,20.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,25.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,30.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,35.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.45,40.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,20.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,25.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,30.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,35.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,1.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,1.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,1.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,1.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,1.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,5,0,5,0
0.5,40.0,2.0,2.5,2.0,0.5,0.0,0.0,0.0,5,0,5,0
